	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
23-4	137	3	RED_1	3248	1	CITY_ROOFTOPS_14	BO_PEEP::FALSE,MAUI::FALSE,SOULLESS_GLASS_CANNON_F,SOULLESS_DINOSAUR	SULLEY:STUN_COUNTER:FALSE,REX::FALSE,ANGER::FALSE,YAX::FALSE,JUDY_HOPPS:REVIVE:FALSE	[boss]SHANK::FALSE,ROBIN_HOOD::FALSE,CALHOUN:SHIELDS:FALSE,ALADDIN:SPEED:FALSE,ELASTIGIRL::FALSE,VIOLET:STUN:FALSE	SHARD_GEORGETTES_BOWL,SHARD_WEATHER_THE_STORM,SHARD_SQUISHY	SHARD_GIGANTIC_PEACH,SHARD_CUTEING_STAR,SHARD_VITAL_INFORMATION	
23-5	137	3	RED_1	3248	0	CITY_ROOFTOPS_9	FELIX::FALSE,ANGER::FALSE,EMPEROR_ZURG::FALSE,FROZONE::FALSE	MAUI::FALSE,MERIDA:FIRE:FALSE,EVE::FALSE,STITCH:SLOW:FALSE,JACK_SPARROW::FALSE	[boss]SOULLESS_GHOUL_F,BAYMAX::FALSE,SOULLESS_DINOSAUR,BUZZ:ATTACK_SPEED:FALSE,JACK_SKELLINGTON:DUCK:FALSE,FROZONE:HEALS:FALSE	SHARD_RING_OF_FIRE,SHARD_WEATHER_THE_STORM,SHARD_SQUISHY	REEL_PARTY_REX,SHARD_CUTEING_STAR,SHARD_VITAL_INFORMATION	
23-6	138	3	RED_1	3248	0	CITY_ROOFTOPS_15	SOULLESS_BRUTE,SOULLESS_SKELETON,SOULLESS_MAGE_N,FROZONE::FALSE	SHANK::FALSE,HECTOR_BARBOSSA:SLOW:FALSE,EVE::FALSE,ALADDIN::FALSE	[boss]SHANK:ENERGY:FALSE,OLAF:FREEZE:FALSE,BAYMAX::FALSE,ROBIN_HOOD::FALSE,DARKWING_DUCK::FALSE,FINNICK:VAN:FALSE	SHARD_SQUISHY,SHARD_MISSION_FORCE_ONE,SHARD_RING_OF_FIRE	SHARD_VITAL_INFORMATION,SHARD_SHRINK_RAY,REEL_PARTY_REX	
23-7	138	3	RED_1	3248	1	CITY_ROOFTOPS_16	SOULLESS_GHOUL_F,SOULLESS_DINOSAUR,YAX::FALSE,SOULLESS_MAGE_N	SOULLESS_SWORD_F,GOOFY::FALSE,CHIEF_BOGO::FALSE,BUZZ:SHIELD_ALLY:FALSE,GENIE::FALSE	[boss]HERCULES:CONTROL:FALSE,FELIX:ANGER:FALSE,SOULLESS_BRUTE,SOULLESS_TREASURE,SOULLESS_ONION,VIOLET:SHIELDS:FALSE	SHARD_DRIVING_WITH_STYLE,SHARD_MISSION_FORCE_ONE,SHARD_RING_OF_FIRE	SHARD_REEL_FA_FAMILY_SHEARS,SHARD_SHRINK_RAY,REEL_PARTY_REX	
23-8	139	3	RED_1	3248	0	CITY_ROOFTOPS_17	FELIX::FALSE,CHIEF_BOGO::FALSE,EVE::FALSE,SOULLESS_SWORD_N	SALLY:REALITY:FALSE,HADES::FALSE,BUZZ::FALSE,MIGUEL::FALSE,MICKEY_MOUSE:DPS:FALSE	[boss]FELIX::FALSE,NICK_WILDE:CHARM:FALSE,BUZZ::FALSE,FINNICK:VAN:FALSE,GENIE:SHIELD:FALSE,MIGUEL::FALSE	SHARD_WATCH_FOR_SPIT,SHARD_MISSION_FORCE_ONE,SHARD_RING_OF_FIRE	SHARD_REEL_DISCARDED_TIARA,SHARD_SHRINK_RAY,REEL_PARTY_REX	
23-9	139	3	RED_1	3248	0	CITY_ROOFTOPS_1	BO_PEEP::FALSE,SOULLESS_ONION,SOULLESS_SPIDER_CONTROL,TIA_DALMA::FALSE	CHIEF_BOGO:HEALS:FALSE,ROBIN_HOOD::FALSE,ANGER::FALSE,SOULLESS_TURRET,JACK_JACK::FALSE	[boss]MAUI:BITE:FALSE,JACK_SKELLINGTON:DOT:FALSE,EVE:TWO:FALSE,NICK_WILDE::FALSE,RAFIKI::FALSE	SHARD_RING_OF_FIRE,SHARD_WEATHER_THE_STORM,SHARD_WATCH_FOR_SPIT	REEL_PARTY_REX,SHARD_UNBIRTHDAY_HAT,SHARD_REEL_DISCARDED_TIARA	
23-10	140	3	RED_1	3248	1	CITY_ROOFTOPS_3	SOULLESS_GHOUL_F,SOULLESS_SKELETON,SOULLESS_BUG_F,SOULLESS_CACTUS_N	OLAF:ENERGY:FALSE,REX::FALSE,ANGER::FALSE,NICK_WILDE::FALSE,CAT_BURGLAR	[boss]SOULLESS_GHOUL_F,GOOFY::FALSE,SOULLESS_BUG_F,NICK_WILDE:SHIELD:FALSE,MIKE:FANTASTIC_DAMAGE:FALSE,URSULA:ENERGY:FALSE	SHARD_BREAKFAST_PORRIDGE,SHARD_WEATHER_THE_STORM,SHARD_WATCH_FOR_SPIT	SHARD_REEL_WHALE_OF_A_TALE,SHARD_UNBIRTHDAY_HAT,SHARD_REEL_DISCARDED_TIARA	
23-11	141	3	RED_1	3248	0	CITY_ROOFTOPS_8	GOOFY::FALSE,CHIEF_BOGO::FALSE,SOULLESS_AUTOTURRET,JUDY_HOPPS::FALSE	SHANK::FALSE,RALPH::FALSE,ROBIN_HOOD:CONTROL:FALSE,SOULLESS_CACTUS_N,TIA_DALMA::FALSE	[boss]HERCULES:CONTROL:FALSE,SALLY:REALITY:FALSE,MAUI:HP:FALSE,ANGER::FALSE,SOULLESS_GLASS_CANNON_N,MERLIN:INVISIBLE:FALSE	SHARD_BADGE_OF_AGILITY,SHARD_WEATHER_THE_STORM,SHARD_WATCH_FOR_SPIT	SHARD_LOVE_BIRDS,SHARD_UNBIRTHDAY_HAT,SHARD_REEL_DISCARDED_TIARA	
23-12	141	3	RED_1	3248	0	CITY_ROOFTOPS_7	FELIX::FALSE,SOULLESS_TREASURE,SOULLESS_MAGE_N,SOULLESS_DINOSAUR_F	SALLY::FALSE,CALHOUN:ENERGY:FALSE,STITCH:SLOW:FALSE,FINNICK::FALSE,TIA_DALMA::FALSE	[boss]SALLY:REALITY:FALSE,SOULLESS_GHOUL_N,ROBIN_HOOD:CONTROL:FALSE,MOANA::FALSE,SOULLESS_SPLASH_F,ALADDIN::FALSE	SHARD_WATCH_FOR_SPIT,SHARD_MISSION_FORCE_ONE,SHARD_BADGE_OF_AGILITY	SHARD_REEL_DISCARDED_TIARA,SHARD_REEL_FOX_MACE,SHARD_LOVE_BIRDS	
23-13	142	3	RED_1	3248	1	CITY_ROOFTOPS_4	FELIX::FALSE,SOULLESS_TREASURE,SOULLESS_BUG_N,ANGER::FALSE	REX::FALSE,MOANA::FALSE,SOULLESS_CACTUS_F,JACK_JACK::FALSE,MEGARA:INVINCIBLE:FALSE	[boss]CHIEF_BOGO::FALSE,JESSIE:DODGE:FALSE,EMPEROR_ZURG::FALSE,TIA_DALMA:SILENCE:FALSE,HIRO:STUN:FALSE,MEGARA::FALSE	SHARD_MAGICAL_BREAKFAST,SHARD_MISSION_FORCE_ONE,SHARD_BADGE_OF_AGILITY	SHARD_REEL_PAY_THROUGH_THE_TEETH,SHARD_REEL_FOX_MACE,SHARD_LOVE_BIRDS	
23-14	142	3	RED_1	3248	0	CITY_ROOFTOPS_6	SOULLESS_GHOUL_N,NICK_WILDE::FALSE,EVE::FALSE,ALADDIN::FALSE	SOULLESS_SWORD_N,JESSIE:DODGE:FALSE,ALADDIN:REGEN:FALSE,FROZONE::FALSE,SOULLESS_SPIDER_CONTROL	[boss]SOULLESS_GHOUL_F,HERCULES::FALSE,ANGER::FALSE,HECTOR_BARBOSSA:SLOW:FALSE,SCAR:SPEED:FALSE,FROZONE:HEALS:FALSE	SHARD_RING_OF_FIRE,SHARD_MISSION_FORCE_ONE,SHARD_BADGE_OF_AGILITY	SHARD_AQUARIUM_TAG,SHARD_REEL_FOX_MACE,SHARD_LOVE_BIRDS	
23-15	143	3	RED_1	3248	0	CITY_ROOFTOPS_12	CHIEF_BOGO::FALSE,SOULLESS_TREASURE,SOULLESS_MAGE_F,JACK_SPARROW::FALSE	HADES:TANK:FALSE,GOOFY::FALSE,DUKE_CABOOM::FALSE,URSULA::FALSE,MEGARA:INVINCIBLE:FALSE	[boss]SOULLESS_SWORD_F,BUZZ::FALSE,MERIDA:ICE:FALSE,DASH:SHIELD_COUNTER:FALSE,JESSIE::FALSE,YAX:SLOW:FALSE	SHARD_BADGE_OF_AGILITY,SHARD_WEATHER_THE_STORM,SHARD_RING_OF_FIRE	SHARD_LOVE_BIRDS,SHARD_REEL_KIMMUNICATOR,SHARD_AQUARIUM_TAG	
23-16	143	3	RED_1	3248	1	CITY_ROOFTOPS_9	SOULLESS_SWORD_N,ROBIN_HOOD::FALSE,JACK_JACK::FALSE	SOULLESS_BRUTE,MAUI::FALSE,MR_INCREDIBLE::FALSE,SCAR:INVIS:FALSE,RAFIKI::FALSE	[boss]SULLEY:STUN_COUNTER:FALSE,REX:SHIELD_COUNTER:FALSE,SOULLESS_SWORD_F,SOULLESS_DINOSAUR,ELSA::FALSE,JUDY_HOPPS:SUPPORT:FALSE	SHARD_MAGIC_MIRROR,SHARD_WEATHER_THE_STORM,SHARD_RING_OF_FIRE	SHARD_FLIGHT_OF_FANCY,SHARD_REEL_KIMMUNICATOR,SHARD_AQUARIUM_TAG	
23-17	144	3	RED_1	3248	0	CITY_ROOFTOPS_2	BO_PEEP::FALSE,SOULLESS_SPLASH_F,ROBIN_HOOD::FALSE,SOULLESS_SPIDER_SUPPORT	SHANK::FALSE,DUKE_CABOOM::FALSE,ALADDIN::FALSE,SOULLESS_MAGE_F,MEGARA:DISABLE:FALSE	[boss]RALPH:HEALING:FALSE,HERCULES::FALSE,DARKWING_DUCK:SHIELD:FALSE,SOULLESS_MAGE_N,ELASTIGIRL::FALSE,CALHOUN::FALSE	SHARD_SQUISHY,SHARD_WEATHER_THE_STORM,SHARD_RING_OF_FIRE	SHARD_SALLYS_SPICES,SHARD_REEL_KIMMUNICATOR,SHARD_AQUARIUM_TAG	
23-18	144	3	RED_1	3248	0	CITY_ROOFTOPS_1	SOULLESS_SWORD_F,SCAR::FALSE,STITCH::FALSE,SOULLESS_MAGE_F	GOOFY::FALSE,JACK_SPARROW::FALSE,SOULLESS_BUG_N,SOULLESS_CACTUS_N,VIOLET:SHIELDS:FALSE	[boss]HERCULES:CONTROL:FALSE,SALLY:POISON:FALSE,VANELLOPE:SLOW:FALSE,ELASTIGIRL::FALSE,JOY::FALSE,FINNICK::FALSE	SHARD_RING_OF_FIRE,SHARD_MISSION_FORCE_ONE,SHARD_SQUISHY	SHARD_AQUARIUM_TAG,SHARD_REEL_STONE_GUARDIAN,SHARD_SALLYS_SPICES	
23-19	145	3	RED_1	3248	1	CITY_ROOFTOPS_5	HERCULES::FALSE,BO_PEEP::FALSE,MOANA::FALSE,SOULLESS_GLASS_CANNON_N	MR_INCREDIBLE::FALSE,JACK_SKELLINGTON:DUCK:FALSE,SOULLESS_TREASURE,EMPEROR_ZURG:TANK_COUNTER:FALSE,SOULLESS_AUTOTURRET	[boss]HADES:TANK:FALSE,SOULLESS_CACTUS_F,EVE:DISABLE_SPREAD:FALSE,ROBIN_HOOD:CONTROL:FALSE,MIKE::FALSE,SOULLESS_MAGE_N	SHARD_DINOSAUR_EGG,SHARD_MISSION_FORCE_ONE,SHARD_SQUISHY	SHARD_REEL_KING_OF_BALD_MOUNTAIN,SHARD_REEL_STONE_GUARDIAN,SHARD_SALLYS_SPICES	
24-1	140	3	RED_2	3248	1	AGRABAH_MARKET_1	MR_INCREDIBLE::FALSE,SULLEY::FALSE,EMPEROR_ZURG::FALSE,SOULLESS_FROST_MONSTER	MAUI::FALSE,ELSA:SHIELD:FALSE,SOULLESS_MAGE_F,JASMINE:ENERGY:FALSE,SOULLESS_AUTOTURRET	[boss]RALPH:LONGER_STUNS,MR_INCREDIBLE:ARMOR_SHREAD,BUZZ:ATTACK_SPEED,SOULLESS_ONION,JACK_SKELLINGTON::FALSE,ANGER::FALSE	SHARD_THINGS_FALL_APART,SHARD_WATER_MUSIC,SHARD_BLUE_UMBRELLA	SHARD_REEL_SHEPHERDS_JOURNAL,SHARD_PC_FLYERS,SHARD_UNBIRTHDAY_HAT	
24-2	141	3	RED_2	3248	0	AGRABAH_MARKET_2	MR_INCREDIBLE::FALSE,DASH::FALSE,BUZZ::FALSE,MALEFICENT::FALSE	SHANK::FALSE,SOULLESS_GLASS_CANNON_N,ELSA::FALSE,STITCH::FALSE,SOULLESS_FROST_MONSTER	[boss]RALPH,ALADDIN::FALSE,MOANA:JUMP:FALSE,MIKE:FANTASTIC_DAMAGE,ELSA,YAX:SLOW	SHARD_SAFARI_HAT,SHARD_WATER_MUSIC,SHARD_BLUE_UMBRELLA	SHARD_REEL_FOX_MACE,SHARD_PC_FLYERS,SHARD_UNBIRTHDAY_HAT	
24-3	141	3	RED_2	3248	0	AGRABAH_MARKET_3	SULLEY::FALSE,SOULLESS_BUG_F,TIA_DALMA::FALSE,SOULLESS_SPIDER_SUPPORT	REX::FALSE,JESSIE:JUMP_EARLY:FALSE,DASH:ENERGY:FALSE,SOULLESS_SWORD_F,KEVIN_FLYNN::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD,ELASTIGIRL::FALSE,STITCH:BITE:FALSE,JACK_JACK:HEALING_COUNTER,HECTOR_BARBOSSA,VIOLET::FALSE	SHARD_WATER_MUSIC,SHARD_INNER_BEAUTY,SHARD_SAFARI_HAT	SHARD_UNBIRTHDAY_HAT,SHARD_LOVE_BIRDS,SHARD_REEL_FOX_MACE	
24-4	142	3	RED_2	3248	1	AGRABAH_MARKET_4	MAUI::FALSE,JASMINE::FALSE,CALHOUN::FALSE,FROZONE::FALSE	GOOFY::FALSE,STITCH:BITE:FALSE,MOANA::FALSE,JACK_SPARROW:NORMAL_DAMAGE:FALSE,DUKE_CABOOM::FALSE	[boss]MAUI:HP:FALSE,SCAR:SPEED,ANGER,MICKEY_MOUSE:HEALING,TIA_DALMA::FALSE	SHARD_LITTLE_HELPER,SHARD_INNER_BEAUTY,SHARD_SAFARI_HAT	SHARD_MOUSERCIZE,SHARD_LOVE_BIRDS,SHARD_REEL_FOX_MACE	
24-5	142	3	RED_2	3248	0	AGRABAH_MARKET_5	HADES::FALSE,SOULLESS_FROST_MONSTER,SOULLESS_SPIDER_TANK	OLAF::FALSE,MAUI::FALSE,SOULLESS_BRUTE,SCAR:SPEED,MALEFICENT::FALSE	[boss]REX:DPS_SYNERGY:FALSE,SOULLESS_FROST_MONSTER,STITCH:BITE,ANGER,GENIE,MALEFICENT	SHARD_NOPE,SHARD_INNER_BEAUTY,SHARD_SAFARI_HAT	SHARD_REEL_KIMMUNICATOR,SHARD_LOVE_BIRDS,SHARD_REEL_FOX_MACE	
24-6	143	3	RED_2	3248	0	AGRABAH_MARKET_6	SOULLESS_SWORD_F,RALPH::FALSE,SOULLESS_DINOSAUR,ALADDIN::FALSE	CHIEF_BOGO:HEALS:FALSE,SOULLESS_CANNON,QUORRA:CRIT:FALSE,MOANA::FALSE,SOULLESS_SPIDER_TANK	[boss]FELIX:FREEZE,RALPH:HEALING:FALSE,SOULLESS_SKELETON,JASMINE,MIKE,TIMON_AND_PUMBAA:SKILL2:FALSE	SHARD_SAFARI_HAT,SHARD_WATER_MUSIC,SHARD_NOPE	SHARD_REEL_FOX_MACE,SHARD_REEL_LIQUID_BREAKFAST,SHARD_REEL_KIMMUNICATOR	
24-7	143	3	RED_2	3248	1	AGRABAH_MARKET_7	GOOFY::FALSE,DARKWING_DUCK::FALSE,EVE::FALSE,RAFIKI::FALSE	SOULLESS_SWORD_F,JESSIE::FALSE,DARKWING_DUCK::FALSE,MIKE::FALSE,WALL_E:DISABLES:FALSE	[boss]SOULLESS_BRUTE,ANGER::FALSE,SCAR:SPEED:FALSE,DARKWING_DUCK:SHIELD,SOULLESS_FROST_MONSTER,YAX:SLOW	SHARD_SMOOTH_JAZZ,SHARD_WATER_MUSIC,SHARD_NOPE	SHARD_FANTASOUND,SHARD_REEL_LIQUID_BREAKFAST,SHARD_REEL_KIMMUNICATOR	
24-8	144	3	RED_2	3248	0	AGRABAH_MARKET_8	HERCULES::FALSE,ANGER::FALSE,SOULLESS_BUG_N	BO_PEEP::FALSE,REX::FALSE,JASMINE:RAJAH_SKILL1:FALSE,SOULLESS_FROST_MONSTER,SOULLESS_SWORD_F	[boss]SHANK,ROBIN_HOOD:CONTROL:FALSE,SOULLESS_BUG_F,HIRO:STUN:FALSE,VIOLET:STUN:FALSE,TIA_DALMA	SHARD_UNICORN_DREAMS,SHARD_WATER_MUSIC,SHARD_NOPE	SHARD_REEL_FREDS_RECYCLED_BOXERS,SHARD_REEL_LIQUID_BREAKFAST,SHARD_REEL_KIMMUNICATOR	
24-9	144	3	RED_2	3248	0	AGRABAH_MARKET_9	SHANK::FALSE,SOULLESS_CACTUS_N,SOULLESS_AUTOTURRET,SOULLESS_FROST_MONSTER	OLAF::FALSE,SOULLESS_BUG_N,SOULLESS_CACTUS_F,SOULLESS_DINOSAUR,MALEFICENT:AOE:FALSE	[boss]REX:SHIELD_COUNTER:FALSE,MR_INCREDIBLE:ARMOR_SHREAD,JASMINE:RAJAH_SKILL1,SOULLESS_SPIDER_CONTROL,TIA_DALMA	SHARD_NOPE,SHARD_INNER_BEAUTY,SHARD_UNICORN_DREAMS	SHARD_REEL_KIMMUNICATOR,SHARD_REEL_DOGS_BREAKFAST,SHARD_REEL_FREDS_RECYCLED_BOXERS	
24-10	145	3	RED_2	3248	1	AGRABAH_MARKET_10	SOULLESS_GHOUL_F,SOULLESS_BUG_F,SOULLESS_CACTUS_N,SOULLESS_TURRET	SOULLESS_SWORD_N,REX::FALSE,ROBIN_HOOD:CONTROL:FALSE,SOULLESS_ONION,JAFAR::FALSE	[boss]SOULLESS_SWORD_F,SCAR:INVIS:FALSE,ELSA,JUDY_HOPPS:REVIVE:FALSE,ANIMAL:SHIELD:FALSE,GENIE	SHARD_THINGS_FALL_APART,SHARD_INNER_BEAUTY,SHARD_UNICORN_DREAMS	SHARD_REEL_ON_A_ROLL,SHARD_REEL_DOGS_BREAKFAST,SHARD_REEL_FREDS_RECYCLED_BOXERS	
24-11	146	3	RED_2	3248	0	AGRABAH_MARKET_1	GOOFY::FALSE,BO_PEEP::FALSE,SOULLESS_MAGE_F	HADES:DOT:FALSE,SALLY::FALSE,SOULLESS_MAGE_N,FINNICK::FALSE,JAFAR:ROLES:FALSE	[boss]HERCULES,SOULLESS_BUG_F,BUZZ:ATTACK_SPEED:FALSE,JACK_SKELLINGTON:DOT,SOULLESS_SPLASH_N,FINNICK:VAN	SHARD_BOB,SHARD_INNER_BEAUTY,SHARD_UNICORN_DREAMS	SHARD_REEL_PILOTS_CAP,SHARD_REEL_DOGS_BREAKFAST,SHARD_REEL_FREDS_RECYCLED_BOXERS	
24-12	146	3	RED_2	3248	0	AGRABAH_MARKET_2	CHIEF_BOGO::FALSE,JESSIE::FALSE,JACK_JACK::FALSE,JAFAR::FALSE	SOULLESS_GHOUL_F,DARKWING_DUCK:CRIT:FALSE,MIKE:FANTASTIC_DAMAGE:FALSE,VIOLET::FALSE,ANIMAL::FALSE	[boss]HERCULES:TANK,REX::FALSE,NICK_WILDE:CHARM,SOULLESS_ONION,SOULLESS_GLASS_CANNON_N,SOULLESS_SPLASH_F	SHARD_UNICORN_DREAMS,SHARD_WATER_MUSIC,SHARD_BOB	SHARD_REEL_FREDS_RECYCLED_BOXERS,SHARD_VITAL_INFORMATION,SHARD_REEL_PILOTS_CAP	
24-13	147	3	RED_2	3248	1	AGRABAH_MARKET_3	HADES::FALSE,SOULLESS_SPLASH_N,ELASTIGIRL::FALSE,SCAR::FALSE	SOULLESS_SWORD_F,EMPEROR_ZURG:ENERGY_TO_ALLY:FALSE,STITCH:SLOW:FALSE,YAX::FALSE,MALEFICENT::FALSE	[boss]FELIX:FREEZE,RALPH:LONGER_STUNS:FALSE,SOULLESS_SWORD_N,SOULLESS_FROST_MONSTER,MIKE,WOODY:FAST_ENERGY:FALSE	SHARD_DAYDREAM_HUNTER,SHARD_WATER_MUSIC,SHARD_BOB	SHARD_ILL_WISHING_WELL,SHARD_VITAL_INFORMATION,SHARD_REEL_PILOTS_CAP	
24-14	147	3	RED_2	3248	0	AGRABAH_MARKET_4	CHIEF_BOGO::FALSE,MERIDA::FALSE,SOULLESS_CACTUS_F,SOULLESS_SPLASH_F	BO_PEEP::FALSE,OLAF::FALSE,BUZZ:SHIELD_ALLY:FALSE,SIMBA_AND_NALA::FALSE,WALL_E::FALSE	[boss]REX:DPS_SYNERGY:FALSE,MISS_PIGGY::FALSE,SOULLESS_FROST_MONSTER,DUKE_CABOOM::FALSE,SOULLESS_MAGE_F,SOULLESS_CACTUS_F	SHARD_LUCKY_CRICKET,SHARD_WATER_MUSIC,SHARD_BOB	SHARD_REEL_STONE_GUARDIAN,SHARD_VITAL_INFORMATION,SHARD_REEL_PILOTS_CAP	
24-15	148	3	RED_2	3248	0	AGRABAH_MARKET_5	BO_PEEP::FALSE,SOULLESS_SWORD_F,JACK_SKELLINGTON::FALSE,SOULLESS_CACTUS_F	SOULLESS_GHOUL_N,ANGER::FALSE,SOULLESS_TREASURE,ELASTIGIRL::FALSE,MIGUEL:HEAL:FALSE	[boss]HADES:DOT,FELIX:FREEZE:FALSE,REX,SOULLESS_TURRET,VANELLOPE,MEGARA:DISABLE:FALSE	SHARD_BOB,SHARD_INNER_BEAUTY,SHARD_LUCKY_CRICKET	SHARD_REEL_PILOTS_CAP,SHARD_REEL_SWEET_TOOTH,SHARD_REEL_STONE_GUARDIAN	
24-16	148	3	RED_2	3248	1	AGRABAH_MARKET_6	GOOFY::FALSE,SOULLESS_MAGE_N,SOULLESS_FROST_MONSTER,ANIMAL::FALSE	HERCULES::FALSE,SOULLESS_GHOUL_N,SIMBA_AND_NALA:SILENCE:FALSE,SOULLESS_DINOSAUR_F,SOULLESS_SWORD_N	[boss]CHIEF_BOGO:HEALS:FALSE,SOULLESS_ONION,BUZZ:ATTACK_SPEED,SOULLESS_GLASS_CANNON_F,MALEFICENT:AOE,MEGARA::FALSE	SHARD_SMOOTH_JAZZ,SHARD_INNER_BEAUTY,SHARD_LUCKY_CRICKET	SHARD_REEL_HEROES_NIGHT_OUT,SHARD_REEL_SWEET_TOOTH,SHARD_REEL_STONE_GUARDIAN	
24-17	149	3	RED_2	3248	0	AGRABAH_MARKET_7	RALPH::FALSE,MIKE::FALSE,JACK_JACK::FALSE,FINNICK::FALSE	HERCULES::FALSE,SIMBA_AND_NALA:SILENCE:FALSE,MOANA:SHIELD:FALSE,MALEFICENT::FALSE,JAFAR::FALSE	[boss]SULLEY:STUN_COUNTER:FALSE,MISS_PIGGY::FALSE,ELASTIGIRL:DEBUFF,ANGER,SOULLESS_SPIDER_DPS,JOY	SHARD_HAPPY_MILKSHAKE,SHARD_INNER_BEAUTY,SHARD_LUCKY_CRICKET	SHARD_REEL_STABLE_WALKING_CANE,SHARD_REEL_SWEET_TOOTH,SHARD_REEL_STONE_GUARDIAN	
24-18	149	3	RED_2	3248	0	AGRABAH_MARKET_8	BO_PEEP::FALSE,SOULLESS_CACTUS_N,SOULLESS_GLASS_CANNON_F,SOULLESS_SPIDER_DPS	MR_INCREDIBLE::FALSE,MISS_PIGGY::FALSE,CAT_BURGLAR,SOULLESS_CACTUS_F,SOULLESS_FROST_MONSTER	[boss]HERCULES:TANK:FALSE,VANELLOPE::FALSE,ELASTIGIRL:DEBUFF,DASH,MICKEY_MOUSE:DPS,GENIE::FALSE	SHARD_LUCKY_CRICKET,SHARD_WATER_MUSIC,SHARD_HAPPY_MILKSHAKE	SHARD_REEL_STONE_GUARDIAN,SHARD_SALLYS_SPICES,SHARD_REEL_STABLE_WALKING_CANE	
24-19	150	3	RED_2	3248	1	AGRABAH_MARKET_9	REX::FALSE,SOULLESS_CANNON,SOULLESS_DINOSAUR,GENIE::FALSE	OLAF:ENERGY:FALSE,SOULLESS_SKELETON,ANGER::FALSE,HIRO::FALSE,TIA_DALMA:CHARM:FALSE	[boss]SALLY:POISON:FALSE,ALADDIN:SPEED,SCAR,GENIE:FREEZE,SOULLESS_FROST_MONSTER	SHARD_LITTLE_HELPER,SHARD_WATER_MUSIC,SHARD_HAPPY_MILKSHAKE	SHARD_REEL_WEIRD_WEBSITE,SHARD_SALLYS_SPICES,SHARD_REEL_STABLE_WALKING_CANE	
25-1	145	3	RED_3	3248	1	THEATRE_DISTRICT_1	SALLY::FALSE,RALPH::FALSE,MIKE::FALSE,FINNICK::FALSE	SOULLESS_SWORD_F,MISS_PIGGY::FALSE,SOULLESS_SPLASH_N,SOULLESS_CANNON,FINNICK:ENERGY:FALSE	[boss]REX:SHIELD_COUNTER,SOULLESS_BUG_N,VANELLOPE:SLOW:FALSE,JASMINE:ENERGY,SOULLESS_DINOSAUR_F,MERLIN::FALSE	SHARD_MELODYS_NECKLACE,SHARD_SEWER_SHARK,SHARD_VICTORIOUS_URN	SHARD_AUTO,SHARD_FANTASOUND,SHARD_EXTRACT_OF_LLAMA	
25-2	146	3	RED_3	3248	0	THEATRE_DISTRICT_2	BAYMAX::FALSE,MADAM_MIM::FALSE,SOULLESS_SPLASH_N,SOULLESS_SPLASH_F	REX::FALSE,SOULLESS_BRUTE,SIMBA_AND_NALA:SILENCE:FALSE,SOULLESS_MAGE_F,TIA_DALMA::FALSE	[boss]HADES:DOT,JESSIE:JUMP_EARLY:FALSE,MR_INCREDIBLE,ANGER,CAT_BURGLAR,URSULA:ENERGY:FALSE	SHARD_CONFUZZLE_BALLOON,SHARD_SEWER_SHARK,SHARD_VICTORIOUS_URN	REEL_BADGE_OF_GIRTH,SHARD_FANTASOUND,SHARD_EXTRACT_OF_LLAMA	
25-3	146	3	RED_3	3248	0	THEATRE_DISTRICT_7	SOULLESS_BRUTE,RALPH::FALSE,CALHOUN::FALSE,SOULLESS_SPLASH_N	SHANK::FALSE,SOULLESS_SWORD_N,SCAR:SPEED:FALSE,ELASTIGIRL::FALSE,MERLIN::FALSE	[boss]GONZO,JESSIE:JUMP_EARLY:FALSE,MIKE,MALEFICENT:DRAIN:FALSE,WOODY:FAST_ENERGY:FALSE,SOULLESS_SWORD_F	SHARD_SEWER_SHARK,SHARD_FIXER_UPPER,SHARD_CONFUZZLE_BALLOON	SHARD_EXTRACT_OF_LLAMA,SHARD_ILL_WISHING_WELL,REEL_BADGE_OF_GIRTH	
25-4	147	3	RED_3	3248	1	THEATRE_DISTRICT_6	SOULLESS_GHOUL_N,SOULLESS_SPLASH_F,ALADDIN::FALSE,HUEY_DEWEY_LOUIE::FALSE	SOULLESS_GHOUL_N,HADES::FALSE,JACK_SKELLINGTON:DOT:FALSE,EMPEROR_ZURG::FALSE,VIOLET::FALSE	[boss]MAUI:BITE:FALSE,HECTOR_BARBOSSA::FALSE,ALADDIN:REGEN:FALSE,JESSIE::FALSE,DUKE_CABOOM,SOULLESS_CACTUS_N	SHARD_DONT_BAT_AN_EYE,SHARD_FIXER_UPPER,SHARD_CONFUZZLE_BALLOON	SHARD_GEORGETTES_BOWL,SHARD_ILL_WISHING_WELL,REEL_BADGE_OF_GIRTH	
