	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER
BIT_ROBIN_HOOD_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ROBIN_HOOD_STEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GOOFY_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GOOFY_BLIND	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DUKE_CABOOM_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DUKE_CABOOM_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DUCKY_AND_BUNNY_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DUCKY_AND_BUNNY_ALLY_ROLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JOY_ARMOR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JOY_DISABLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANGER_DAMAGE_ROLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANGER_DOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BO_PEEP_ARMOR_DEBUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BO_PEEP_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BEAST_SCARE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BEAST_DAMAGE_ROLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_PETER_PAN_SKILL1	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_PETER_PAN_SKILL3	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RAFIKI_DISABLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RAFIKI_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JAFAR_SKILL1	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JAFAR_ROLES	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JASMINE_RAJAH_SKILL1	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JASMINE_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIMON_AND_PUMBAA_SKILL2	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIMON_AND_PUMBAA_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SIMBA_AND_NALA_ARMOR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SIMBA_AND_NALA_SILENCE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HUEY_DEWEY_LOUIE_TANK_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HUEY_DEWEY_LOUIE_BEAR_TRAP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MISS_PIGGY_DISABLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MISS_PIGGY_KNOCK_BACK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANIMAL_CHARM_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANIMAL_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_YZMA_CURSE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_YZMA_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GONZO_SHIELD_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GONZO_SPEED_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MEGAVOLT_TANK_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MEGAVOLT_CONTROL_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CAPTAIN_HOOK_SAP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CAPTAIN_HOOK_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RANDALL_BOGGS_TRUE_DMG	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RANDALL_BOGGS_DODGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SCROOGE_MCDUCK_DAMAGE_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SCROOGE_MCDUCK_PULL_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LAUNCHPAD_MCQUACK_FANTASTIC	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LAUNCHPAD_MCQUACK_CONTROL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GIZMODUCK_STEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GIZMODUCK_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DONALD_DUCK_TRUE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DONALD_DUCK_INVINCIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MADAM_MIM_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MADAM_MIM_DAMAGE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_OOGIE_BOOGIE_SCARE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_OOGIE_BOOGIE_POWER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FLYNN_RIDER_CHARM	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_FLYNN_RIDER_SKILL2_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAGICA_DE_SPELL_INVISIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAGICA_DE_SPELL_KO_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KIDA_SKILL1_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KIDA_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RAPUNZEL_SHIELD_COUNTER	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_RAPUNZEL_SKILL1_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TRON_TANK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TRON_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_COLETTE_SKILL1_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_COLETTE_SKILL2_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LINGUINI_AND_REMY_HARDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LINGUINI_AND_REMY_SUPPORT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GERALD_MARLIN_NEMO_INVINCIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GERALD_MARLIN_NEMO_ARMOR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HANK_AND_DORY_HARDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_HANK_AND_DORY_DISABLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_POWERLINE_BLIND	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_POWERLINE_DEBUFF_CLEAR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DR_FACILIER_SKILL1_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DR_FACILIER_SKILL3_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIGGER_KNOCKBACK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_TIGGER_ENERGY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KRISTOFF_AND_SVEN_MOST_WANTED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KRISTOFF_AND_SVEN_HEAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WINNIE_THE_POOH_HEALING	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_WINNIE_THE_POOH_HUNNY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SHAN_YU_STUDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SHAN_YU_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GOLIATH_KNOCKBACK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_GOLIATH_ARMOR	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EEYORE_DISABLE_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EEYORE_SKILL4_BUFF	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MUSHU_BLIND	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MUSHU_CRIT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MULAN_HEAL_ON_CRIT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MULAN_KNOCKBACK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BELLE_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BELLE_SAP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MINNIE_MOUSE_CHARM	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MINNIE_MOUSE_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SYNDROME_STUDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SYNDROME_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EVIL_QUEEN_STUN	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_EVIL_QUEEN_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LI_SHANG_SILENCE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_LI_SHANG_BLIND	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DAVY_JONES_CURSE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_DAVY_JONES_STUDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BALOO_CHARM	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BALOO_HOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BASIL_DOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_BASIL_SILENCE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CHESHIRE_CAT_SAP	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CHESHIRE_CAT_INVISIBLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KING_LOUIE_BANANA	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_KING_LOUIE_SLOW	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAXIMUS_STUDY	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_MAXIMUS_BUFF_REMOVAL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JUMBA_PRECISE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_JUMBA_DAMAGE_ROLE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANGEL_SILENCE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_ANGEL_BERSERK	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_PLEAKLEY_DOT	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_PLEAKLEY_FREEZE	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SLINKY_DOG_SCARED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_SLINKY_DOG_SHIELD	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CAPTAIN_AMELIA_SKILL	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_CAPTAIN_AMELIA_SPEED	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_IAN_LIGHTFOOT_BLIND	GEAR_BIT	PURPLE				20,000	40	100																			
BIT_IAN_LIGHTFOOT_REFLECT	GEAR_BIT	PURPLE				20,000	40	100																			
